ID_FILA,ID_EVENTO,CAMPO,FLUIDO,PAD_HIJO,HIJO,ETAPA_HIJO,PADRE,D3D,D2D,DZ,AZ,#_BARRERAS,LINEAMIENTO,WHP_i,ESTADO
26217,Pozo 406-Pozo 74-8,Campo F,OIL,PAD-60,Pozo 406,8,Pozo 74,"1271,0656119265","1270,9347575349","-18,238199247794","58,0610170119011",4,NO,0,Abierto
26218,Pozo 408-Pozo 74-8,Campo F,OIL,PAD-60,Pozo 408,8,Pozo 74,"1053,3495754629","1053,21435331415","-16,877621305462","49,9310065410518",4,NO,0,Abierto
26219,Pozo 405-Pozo 74-28,Campo F,OIL,PAD-60,Pozo 405,28,Pozo 74,"1484,26576017151","1484,25231520276","6,31756541445383","56,1806657040095",4,NO,0,Abierto
26220,Pozo 405-Pozo 74-30,Campo F,OIL,PAD-60,Pozo 405,30,Pozo 74,"1544,96156964425","1544,95696082123","3,77371006463317","52,0083550147761",4,NO,0,Abierto
26221,Pozo 407-Pozo 74-28,Campo F,OIL,PAD-60,Pozo 407,28,Pozo 74,"1301,3625917376","1301,34158478208","7,39424714757888","45,3167786903092",4,NO,0,Abierto
26222,Pozo 407-Pozo 74-29,Campo F,OIL,PAD-60,Pozo 407,29,Pozo 74,"1347,1481815868","1347,12940115014","7,11334727735584","43,4448239153591",4,NO,0,Abierto
26223,Pozo 534-Pozo 362-14,Campo F,OIL,PAD-76,Pozo 534,14,Pozo 362,"1307,25515893308","1293,68676528532","187,857935373396","190,275864167508",0,NO,0,Abierto
26224,Pozo 245-Pozo 84-25,Campo F,OIL,PAD-80,Pozo 245,25,Pozo 84,"1250,00176352482","1249,99898017337","-2,6378742747438","127,184018841509",1,NO,0,Abierto
26225,Pozo 173-Pozo 76-2,Campo D,OIL,PAD-47,Pozo 173,2,Pozo 76,"471,140259099946","466,980403687676","62,469563120444","278,568368746359",0,NO,0,Cerrado
26226,Pozo 79-Pozo 76-3,Campo D,OIL,PAD-47,Pozo 79,3,Pozo 76,"329,084378906024","328,76272257203","-14,5465008503751","265,757230911526",0,NO,0,Cerrado
26227,Pozo 408-Pozo 241-12,Campo F,OIL,PAD-60,Pozo 408,12,Pozo 241,"509,692133796844","507,268433362869","-49,6468303918882","85,6406126890611",1,NO,0,Cerrado
26228,Pozo 316-Pozo 314-11,Campo E,OIL,PAD-72,Pozo 316,11,Pozo 314,"1174,7840451948","1171,66946972815","85,4880491719468","344,024551564178",1,NO,0,Cerrado
26229,Pozo 413-Pozo 289-1,Campo F,OIL,PAD-75,Pozo 413,1,Pozo 289,"672,479821881133","672,222448225994","18,6035195146323","320,928210047695",0,NO,0,Cerrado
26230,Pozo 409-Pozo 289-1,Campo F,OIL,PAD-75,Pozo 409,1,Pozo 289,"855,682417294832","855,678918282354","2,4470542839831","351,533379493065",1,NO,0,Cerrado
26231,Pozo 411-Pozo 289-4,Campo F,OIL,PAD-75,Pozo 411,4,Pozo 289,"845,571966464862","845,567787894637","2,65829761762415","340,841866393665",0,NO,0,Cerrado
26232,Pozo 409-Pozo 289-4,Campo F,OIL,PAD-75,Pozo 409,4,Pozo 289,"1036,98145718025","1036,97396797258","-3,94110173429999","352,862447788382",1,NO,0,Cerrado
26233,Pozo 411-Pozo 289-6,Campo F,OIL,PAD-75,Pozo 411,6,Pozo 289,"964,730456892325","964,730360756409","-0,430686060615244","343,416836566284",0,NO,0,Cerrado
26234,Pozo 413-Pozo 289-5,Campo F,OIL,PAD-75,Pozo 413,5,Pozo 289,"878,806824006344","878,750178528242","9,9778583223192","331,641658320438",0,NO,0,Cerrado
26235,Pozo 409-Pozo 289-6,Campo F,OIL,PAD-75,Pozo 409,6,Pozo 289,"1161,32718389333","1161,30362745378","-7,39681771343885","353,895698229302",1,NO,0,Cerrado
26236,Pozo 411-Pozo 289-9,Campo F,OIL,PAD-75,Pozo 411,9,Pozo 289,"1148,55476141409","1148,54585933103","-4,52205490090727","345,796927079335",1,NO,0,Cerrado
26237,Pozo 550-Pozo 209-11,Campo E,OIL,PAD-84,Pozo 550,11,Pozo 209,"1145,8072418714","1144,89661547609","-45,6724796387079","198,689175188623",1,NO,0,Cerrado
26238,Pozo 550-Pozo 209-12,Campo E,OIL,PAD-84,Pozo 550,12,Pozo 209,"1086,62407842661","1085,67111500328","-45,4985479331753","199,78863049276",1,NO,0,Cerrado
26239,Pozo 548-Pozo 209-20,Campo E,OIL,PAD-84,Pozo 548,20,Pozo 209,"1465,01449140912","1464,91263694413","17,2750154878235","2,05010499030029",0,NO,0,Cerrado
26240,Pozo 133-Pozo 112-12,Campo C,GAS,PAD-19,Pozo 133,12,Pozo 112,"1553,38200180561","1553,34367381146","-10,9121291927685","346,233182666509",2,NO,"0,1",Abierto
26241,Pozo 482-Pozo 105-12,Campo C,GAS,PAD-23,Pozo 482,12,Pozo 105,"1221,47255513663","1221,47215058618","0,994129957367931","277,651427517328",0,NO,"0,1",Abierto
26242,Pozo 536-Pozo 362-18,Campo F,OIL,PAD-76,Pozo 536,18,Pozo 362,"750,771930973384","746,899351687413","76,1567514172265","350,017897581553",0,NO,"0,1",Abierto
26243,Pozo 536-Pozo 362-23,Campo F,OIL,PAD-76,Pozo 536,23,Pozo 362,"377,322685975171","367,167425960654","86,9510820228556","336,549986202041",0,NO,"0,1",Abierto
26244,Pozo 244-Pozo 14-7,Campo F,OIL,PAD-80,Pozo 244,7,Pozo 14,"389,704764293517","389,582939073783","-9,74355662471452","140,631703545959",0,NO,"0,1",Cerrado
26245,Pozo 370-Pozo 273-15,Campo F,OIL,PAD-82,Pozo 370,15,Pozo 273,"1028,30036273011","1027,58066261325","38,465800579072","118,469989017346",2,NO,"0,1",Cerrado
26246,Pozo 368-Pozo 273-15,Campo F,OIL,PAD-82,Pozo 368,15,Pozo 273,"1124,33941829214","1124,33745122749","-2,10316256421401","110,226386903504",1,NO,"0,1",Cerrado
26247,Pozo 368-Pozo 273-19,Campo F,OIL,PAD-82,Pozo 368,19,Pozo 273,"1069,82178174759","1069,82063754015","-1,56467082056815","97,3577779142446",1,NO,"0,1",Cerrado
26248,Pozo 370-Pozo 273-21,Campo F,OIL,PAD-82,Pozo 370,21,Pozo 273,"896,598259690247","895,90129542577","35,3455532423518","97,342483643264",1,NO,"0,1",Cerrado
26249,Pozo 370-Pozo 273-23,Campo F,OIL,PAD-82,Pozo 370,23,Pozo 273,"878,799271097257","878,148328337047","33,8182246713163","94,3898223119699",1,NO,"0,1",Cerrado
26250,Pozo 368-Pozo 273-25,Campo F,OIL,PAD-82,Pozo 368,25,Pozo 273,"1049,57767385557","1049,56411069929","-5,33582121904373","89,8121965211128",1,NO,"0,1",Cerrado
26251,Pozo 370-Pozo 273-25,Campo F,OIL,PAD-82,Pozo 370,25,Pozo 273,"883,4669278434","882,913888964746","31,2550358534845","91,4553831831786",1,NO,"0,1",Cerrado
26252,Pozo 369-Pozo 273-26,Campo F,OIL,PAD-82,Pozo 369,26,Pozo 273,"1535,97959800671","1535,83896261077","20,7847641198613","44,6698863349238",2,NO,"0,1",Cerrado
26253,Pozo 368-Pozo 273-32,Campo F,OIL,PAD-82,Pozo 368,32,Pozo 273,"1055,80368888915","1055,80120126081","-2,29191800861372","87,5889058477355",1,NO,"0,1",Cerrado
26254,Pozo 369-Pozo 273-33,Campo F,OIL,PAD-82,Pozo 369,33,Pozo 273,"1270,66520318945","1270,37325406447","27,2369960558412","59,0938306557388",1,NO,"0,1",Cerrado
26255,Pozo 369-Pozo 273-35,Campo F,OIL,PAD-82,Pozo 369,35,Pozo 273,"1211,89437136129","1211,57477054672","27,8306074643242","64,2370445664258",0,NO,"0,1",Cerrado
26256,Pozo 368-Pozo 273-34,Campo F,OIL,PAD-82,Pozo 368,34,Pozo 273,"1061,91075671385","1061,90917544039","-1,83257745000673","89,351524335296",1,NO,"0,1",Cerrado
26257,Pozo 370-Pozo 273-33,Campo F,OIL,PAD-82,Pozo 370,33,Pozo 273,"884,884233916623","884,206763063127","34,6194683326621","89,8201078387123",1,NO,"0,1",Cerrado
26258,Pozo 370-Pozo 273-36,Campo F,OIL,PAD-82,Pozo 370,36,Pozo 273,"882,708602814346","881,992701760794","35,5436565810227","87,8512481388054",1,NO,"0,1",Cerrado
26259,Pozo 316-Pozo 314-5,Campo E,OIL,PAD-72,Pozo 316,5,Pozo 314,"726,582496541162","722,389010189011","77,9502548945752","333,508055057506",0,NO,"0,2",Cerrado
26260,Pozo 316-Pozo 314-9,Campo E,OIL,PAD-72,Pozo 316,9,Pozo 314,"1022,28960271756","1018,93576761619","82,740155286408","341,52859228272",1,NO,"0,2",Cerrado
26261,Pozo 247-Pozo 382-3,Campo F,OIL,PAD-80,Pozo 247,3,Pozo 382,"446,447432702355","446,446731813832","0,791087398733452","202,539138404425",0,NO,"0,2",Cerrado
26262,Pozo 243-Pozo 382-5,Campo F,OIL,PAD-80,Pozo 243,5,Pozo 382,"669,869535565436","668,620729113506","40,8841690434996","252,362176553605",0,NO,"0,2",Cerrado
26263,Pozo 265-Pozo 382-5,Campo F,OIL,PAD-80,Pozo 265,5,Pozo 382,"648,834807477613","647,407356443515","43,01537187252","246,681435865577",0,NO,"0,2",Cerrado
26264,Pozo 247-Pozo 382-5,Campo F,OIL,PAD-80,Pozo 247,5,Pozo 382,"338,712435542069","338,702410156324","2,60602093968327","212,161933429559",0,NO,"0,2",Cerrado
26265,Pozo 243-Pozo 382-6,Campo F,OIL,PAD-80,Pozo 243,6,Pozo 382,"655,821713062774","654,631517025388","39,4929897783254","257,682368144968",0,NO,"0,2",Cerrado
26266,Pozo 244-Pozo 14-9,Campo F,OIL,PAD-80,Pozo 244,9,Pozo 14,"309,905294680234","309,668267322695","-12,1184109602927","124,524559364269",0,NO,"0,2",Cerrado
26267,Pozo 367-Pozo 273-9,Campo F,OIL,PAD-82,Pozo 367,9,Pozo 273,"1448,16346609723","1447,86112678839","29,5902361228554","122,423381857553",2,NO,"0,2",Cerrado
26268,Pozo 370-Pozo 273-19,Campo F,OIL,PAD-82,Pozo 370,19,Pozo 273,"930,989487997856","930,264430328688","36,73576496756","104,941378986638",1,NO,"0,2",Cerrado
26269,Pozo 368-Pozo 273-26,Campo F,OIL,PAD-82,Pozo 368,26,Pozo 273,"1050,9300168007","1050,90614577073","-7,08328977487644","90,516743711394",1,NO,"0,2",Cerrado
26270,Pozo 370-Pozo 273-28,Campo F,OIL,PAD-82,Pozo 370,28,Pozo 273,"883,582869989681","883,162850134266","27,2409302690066","89,2084481217456",1,NO,"0,2",Cerrado
26271,Pozo 369-Pozo 273-37,Campo F,OIL,PAD-82,Pozo 369,37,Pozo 273,"1163,10044768552","1162,7467075348","28,6835409816453","69,8435793300574",0,NO,"0,2",Cerrado
26272,Pozo 367-Pozo 273-35,Campo F,OIL,PAD-82,Pozo 367,35,Pozo 273,"1226,33580528073","1226,02818622049","27,4662321122559","90,7408490866137",1,NO,"0,2",Cerrado
26273,Pozo 370-Pozo 273-39,Campo F,OIL,PAD-82,Pozo 370,39,Pozo 273,"889,076850711898","888,379060859437","35,2177611197989","91,3163287334207",1,NO,"0,2",Cerrado
26274,Pozo 317-Pozo 322-21,Campo E,OIL,PAD-72,Pozo 317,21,Pozo 322,"1019,61135565152","1019,51263630006","14,188058289209","57,8594478718556",1,NO,"0,3",Cerrado
26275,Pozo 244-Pozo 225-12,Campo F,OIL,PAD-80,Pozo 244,12,Pozo 225,"473,165258176918","473,007531654286","12,2162409909569","139,555877418638",0,NO,"0,3",Cerrado
26276,Pozo 244-Pozo 225-16,Campo F,OIL,PAD-80,Pozo 244,16,Pozo 225,"316,301747658889","316,174251906868","8,97986654688702","107,340468363986",0,NO,"0,3",Cerrado
26277,Pozo 481-Pozo 105-13,Campo C,GAS,PAD-23,Pozo 481,13,Pozo 105,"864,62951391863","864,628975209688","0,965177191467773","274,475202435553",0,NO,"0,4",Abierto
26278,Pozo 481-Pozo 105-18,Campo C,GAS,PAD-23,Pozo 481,18,Pozo 105,"824,804012139396","824,750479793903","9,39704852448585","248,988757358518",0,NO,"0,4",Abierto
26279,Pozo 482-Pozo 105-3,Campo C,GAS,PAD-23,Pozo 482,3,Pozo 105,"1587,75976937737","1587,74851180124","-5,97900712740465","301,128102927559",0,NO,"0,4",Abierto
26280,Pozo 316-Pozo 322-29,Campo E,OIL,PAD-72,Pozo 316,29,Pozo 322,"1029,30429657702","1029,121048131","-19,4217209764042","39,5800357415456",1,NO,"0,4",Cerrado
26281,Pozo 481-Pozo 105-8,Campo C,GAS,PAD-23,Pozo 481,8,Pozo 105,"1048,75839167591","1048,74339694136","-5,60816213514408","294,219399673332",0,NO,"0,5",Abierto
26282,Pozo 317-Pozo 322-11,Campo E,OIL,PAD-72,Pozo 317,11,Pozo 322,"857,477285407403","857,089236179511","25,7941120194454","85,7428051806643",1,NO,"0,5",Cerrado
26283,Pozo 316-Pozo 322-19,Campo E,OIL,PAD-72,Pozo 316,19,Pozo 322,"657,413993644641","657,15134579338","-18,5813821268911","83,6785231791328",1,NO,"0,5",Cerrado
26284,Pozo 150-Pozo 105-8,Campo C,GAS,PAD-23,Pozo 150,8,Pozo 105,"1076,97624661658","1076,96468238849","-4,99085806231778","295,321244728158",1,NO,"0,6",Abierto
26285,Pozo 150-Pozo 105-9,Campo C,GAS,PAD-23,Pozo 150,9,Pozo 105,"1029,98154657145","1029,97479640364","-3,7289477085178","292,138081971813",1,NO,"0,6",Abierto
26286,Pozo 150-Pozo 105-10,Campo C,GAS,PAD-23,Pozo 150,10,Pozo 105,"986,475146211586","986,471544752612","-2,6656118558526","288,668911806017",1,NO,"0,6",Abierto
26287,Pozo 407-Pozo 11-7,Campo F,OIL,PAD-60,Pozo 407,7,Pozo 11,"730,428890441705","727,842077500484","61,4188424807848","266,128755204033",2,NO,"0,6",Cerrado
26288,Pozo 316-Pozo 322-16,Campo E,OIL,PAD-72,Pozo 316,16,Pozo 322,"657,697050931232","657,57403834205","-12,7198625058308","91,8420996309601",1,NO,"0,6",Cerrado
26289,Pozo 315-Pozo 322-27,Campo E,OIL,PAD-72,Pozo 315,27,Pozo 322,"677,674326566487","677,121253514105","27,3733616282142","40,8823953992909",0,NO,"0,6",Cerrado
26290,Pozo 481-Pozo 105-7,Campo C,GAS,PAD-23,Pozo 481,7,Pozo 105,"1098,05135687293","1098,04726258301","-2,9985770709145","297,233958299381",0,NO,"0,7",Abierto
26291,Pozo 556-Pozo 343-19,Campo E,OIL,PAD-85,Pozo 556,19,Pozo 343,"596,845681286569","596,239636542409","-26,8898323945259","273,025568180141",2,NO,"0,7",Abierto
26292,Pozo 556-Pozo 343-11,Campo E,OIL,PAD-85,Pozo 556,11,Pozo 343,"656,285657118308","655,004793585071","-40,9827295307231","246,109680758821",0,NO,"0,8",Abierto
26293,Pozo 556-Pozo 343-13,Campo E,OIL,PAD-85,Pozo 556,13,Pozo 343,"616,185309582045","615,009711894862","-38,0445793736798","256,329776669739",0,NO,"0,8",Abierto
26294,Pozo 556-Pozo 343-17,Campo E,OIL,PAD-85,Pozo 556,17,Pozo 343,"598,072646072306","597,220634587673","-31,9124364884119","270,69972101489",2,NO,"0,8",Abierto
26295,Pozo 555-Pozo 343-17,Campo E,OIL,PAD-85,Pozo 555,17,Pozo 343,"452,12592743001","452,006827839008","10,3769861406794","274,643275768554",2,NO,"0,8",Abierto
26296,Pozo 556-Pozo 343-18,Campo E,OIL,PAD-85,Pozo 556,18,Pozo 343,"598,102502286821","597,512427729061","-26,5612866985179","267,265196846924",2,NO,"0,8",Abierto
26297,Pozo 557-Pozo 343-19,Campo E,OIL,PAD-85,Pozo 557,19,Pozo 343,"754,215554150228","754,128583345262","11,4534668900942","272,485083353986",2,NO,"0,8",Abierto
26298,Pozo 552-Pozo 343-21,Campo E,OIL,PAD-85,Pozo 552,21,Pozo 343,"1398,23771195331","1397,49233752578","45,6493777083951","339,739049014052",2,NO,"0,8",Abierto
26299,Pozo 552-Pozo 343-22,Campo E,OIL,PAD-85,Pozo 552,22,Pozo 343,"1342,64717883815","1341,79549604437","47,8152029911557","338,810506108497",2,NO,"0,8",Abierto
26300,Pozo 555-Pozo 343-23,Campo E,OIL,PAD-85,Pozo 555,23,Pozo 343,"451,590920786358","451,011670722835","22,8655331988511","267,689077945757",2,NO,"0,8",Abierto
26301,Pozo 556-Pozo 343-24,Campo E,OIL,PAD-85,Pozo 556,24,Pozo 343,"594,027306045944","593,738267370332","-18,5286315813541","271,221118346871",2,NO,"0,8",Abierto
26302,Pozo 552-Pozo 343-27,Campo E,OIL,PAD-85,Pozo 552,27,Pozo 343,"1041,54346879129","1040,48974864198","46,8388765102399","331,842363960679",1,NO,"0,8",Abierto
26303,Pozo 552-Pozo 343-29,Campo E,OIL,PAD-85,Pozo 552,29,Pozo 343,"930,04501971789","928,881015906696","46,5166313289455","329,333965857619",1,NO,"0,8",Abierto
26304,Pozo 556-Pozo 343-31,Campo E,OIL,PAD-85,Pozo 556,31,Pozo 343,"585,837437433381","585,797523911306","-6,83842656559909","269,173486908563",2,NO,"0,8",Abierto
26305,Pozo 555-Pozo 343-36,Campo E,OIL,PAD-85,Pozo 555,36,Pozo 343,"440,267654999524","438,290945034781","41,6731992928143","267,043984502187",2,NO,"0,8",Abierto
26306,Pozo 555-Pozo 343-39,Campo E,OIL,PAD-85,Pozo 555,39,Pozo 343,"453,178785329787","450,583588566664","48,4297551859263","273,914860720277",2,NO,"0,8",Abierto
26307,Pozo 553-Pozo 343-25,Campo E,OIL,PAD-85,Pozo 553,25,Pozo 343,"1322,29666456253","1321,41560442557","48,2625060871137","323,871040731141",1,NO,"0,9",Abierto
26308,Pozo 556-Pozo 343-25,Campo E,OIL,PAD-85,Pozo 556,25,Pozo 343,"601,114841030524","600,826181532891","-18,626639303909","271,336402834554",2,NO,"0,9",Abierto
26309,Pozo 555-Pozo 343-26,Campo E,OIL,PAD-85,Pozo 555,26,Pozo 343,"452,677976956406","451,756246024429","28,8729111670409","262,262802545966",1,NO,"0,9",Abierto
26310,Pozo 557-Pozo 343-27,Campo E,OIL,PAD-85,Pozo 557,27,Pozo 343,"756,873856347816","756,092201971716","34,3891922030106","260,217453759432",2,NO,"0,9",Abierto
26311,Pozo 555-Pozo 343-32,Campo E,OIL,PAD-85,Pozo 555,32,Pozo 343,"427,781357783795","426,373594105248","34,6763365585275","278,480104454238",1,NO,"0,9",Abierto
26312,Pozo 557-Pozo 343-38,Campo E,OIL,PAD-85,Pozo 557,38,Pozo 343,"740,031302766792","738,548334945556","46,8261254414951","273,303762349917",2,NO,"0,9",Abierto
26313,Pozo 555-Pozo 343-38,Campo E,OIL,PAD-85,Pozo 555,38,Pozo 343,"454,139362719602","451,726871805565","46,7481984692935","266,299542142945",1,NO,"0,9",Abierto
26314,Pozo 555-Pozo 343-18,Campo E,OIL,PAD-85,Pozo 555,18,Pozo 343,"449,553644563024","449,349283507801","13,5536250104532","270,098630862341",2,NO,1,Abierto
26315,Pozo 557-Pozo 343-25,Campo E,OIL,PAD-85,Pozo 557,25,Pozo 343,"745,643811103874","745,310313109777","22,2986593703681","275,605567118698",2,NO,1,Abierto
26316,Pozo 557-Pozo 343-35,Campo E,OIL,PAD-85,Pozo 557,35,Pozo 343,"733,548283880617","732,610640936105","37,0773997387464","271,705044230775",2,NO,1,Abierto
26317,Pozo 556-Pozo 343-26,Campo E,OIL,PAD-85,Pozo 556,26,Pozo 343,"603,273284445665","603,028817316068","-17,1726879737884","268,812068537223",2,NO,"1,1",Abierto
26318,Pozo 317-Pozo 322-3,Campo E,OIL,PAD-72,Pozo 317,3,Pozo 322,"836,818857140536","836,325505548367","28,7306184281033","86,800442616095",1,NO,"1,1",Cerrado
26319,Pozo 317-Pozo 322-7,Campo E,OIL,PAD-72,Pozo 317,7,Pozo 322,"858,0697438231","857,669803636343","26,1952895582016","91,2963224779233",1,NO,"1,1",Cerrado
26320,Pozo 317-Pozo 322-10,Campo E,OIL,PAD-72,Pozo 317,10,Pozo 322,"853,672742686962","853,340784359546","23,804565850165","91,0909149792137",1,NO,"1,1",Cerrado
26321,Pozo 317-Pozo 322-5,Campo E,OIL,PAD-72,Pozo 317,5,Pozo 322,"853,093352795352","852,552072229848","30,3847448600063","91,4060046797386",1,NO,"1,2",Cerrado
